Sample Id,Description,Original Subject id,Body site,Phase,CC_8_8,CC_239_239,CC_1_1,CC_5_5,CC_8_8 2,CC_5_5 2,MLST_93,CC_5_5 3,CC_59_59,CC_30_36,CC_8_72,CC_8_8 3,CC_151_151,CC_8_254,CC_398_398,CC_30_30,CC_75_1850,CC_5_5 4,CC_133_133,CC_1021,CC_121,CC_123,CC_130,CC_15,CC_20,CC_2198,CC_22,CC_2361,CC_291,CC_425,CC_45,CC_49,CC_50,CC_522,CC_700,CC_779,CC_78,CC_80,CC_97,CC_9,Subject Id
SRS050025,Human Anterior nares microbiome from visit number 1 of subject 404239096,404239096,anterior nares,I,0,0,0,0,0,0,0,0,0,0.729552784,0.0000963,0,0.000452601,0,0.003653125,0.259916021,0.000599438,0,0.001341077,0,0,0,0,0,0,0,0.00088652,0.000451863,0,0,0.00067355,0.000800431,0,0,0,0.001392737,0,0,0.000183582,0,52
SRS045049,Human Buccal mucosa microbiome from visit number 1 of subject 404239096,404239096,buccal mucosa,I,0,0.015384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
SRS058221,Human Retroauricular crease microbiome from visit number 1 of subject 404239096,404239096,right retroauricular crease,I,0,0,0,0,0,0,0.018515721,0,0,0,0,0,0,0,0,0.733545593,0,0,0.078839832,0,0,0,0,0,0,0,0,0.059958356,0,0,0,0,0,0,0.109140498,0,0,0,0,0,52
SRS043755,Human Supragingival plaque microbiome from visit number 1 of subject 404239096,404239096,supragingival plaque,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
SRS042643,Human Tongue dorsum microbiome from visit number 1 of subject 404239096,404239096,tongue dorsum,I,0,0,0,0,0,0,0,0,0,0.719626168,0.140186916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140186916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
SRS147766,Human Stool microbiome from visit number 1 of subject 508703490,508703490,stool,II,0,0,0,0,0,0.089266489,0,0,0,0,0,0,0.066709321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84402419,0,0,0,0,0,0,0,0,0,53
SRS143228,Human Nares microbiome from visit number 1 of subject 517810313,517810313,anterior nares,II,0,0,0.000215096,0,0,0,0.000281362,0,0,0.730982422,0,0,0,0,0.005818681,0.25810152,0,0,0,0,0,0.00096217,0,0,0.001063092,0.000640996,0,0,0,0.00049988,0,0,0,0,0,0,0,0,0.00143478,0,54
SRS056906,Human Anterior nares microbiome from visit number 1 of subject 550534656,550534656,anterior nares,I,0.712716916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217762951,0,0,0.012708376,0,0,0,0,0,0,0,0,0,0.056811757,0,0,0,0,55
SRS056906,Human Anterior nares microbiome from visit number 1 of subject 550534656,550534656,buccal mucosa,I,0.712716916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217762951,0,0,0.012708376,0,0,0,0,0,0,0,0,0,0.056811757,0,0,0,0,55
SRS044366,Human Supragingival plaque microbiome from visit number 1 of subject 550534656,550534656,supragingival plaque,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
SRS098514,Human Stool microbiome from visit number 1 of subject 550534656,550534656,stool,II,0,0,0,0,0,0.138284251,0,0,0,0.623132736,0,0,0,0,0,0,0,0,0,0,0,0,0.031156637,0,0,0,0,0,0,0,0,0,0,0,0,0.092189501,0,0.115236876,0,0,55
SRS143565,Human Antecubital fossa microbiome from visit number 1 of subject 550534656,550534656,right antecubital fossa,II,0,0,0,0,0,0,0,0,0,0.910521176,0,0,0.020219591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012371646,0,0.056887586,0,0,0,0,0,0,0,55
SRS143598,Human Stool microbiome from visit number 1 of subject 550534656,550534656,stool,II,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
SRS043646,Human Buccal mucosa microbiome from visit number 1 of subject 604812005,604812005,buccal mucosa,I,0,0,0,0.333333333,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
SRS045127,Human Tongue dorsum microbiome from visit number 2 of subject 604812005,604812005,tongue dorsum,I,0,0,0,0,0,0,0,0,0,0.65625,0,0,0,0,0.328125,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
SRS043451,Human Nares microbiome from visit number 1 of subject 604812005,604812005,anterior nares,II,0,0,0,0,0,0.447611487,0.056909879,0.03904638,0,0,0,0,0.013205415,0,0,0.116313243,0,0,0.152191325,0,0,0,0,0,0,0,0,0,0,0,0.106530313,0,0,0,0.068191959,0,0,0,0,0,56
SRS045840,Human Nares microbiome from visit number 1 of subject 604812005,604812005,anterior nares,II,0,0,0,0,0,0,0.226294811,0,0,0,0,0,0.05976416,0,0,0.16383399,0,0,0.291765722,0,0,0,0,0,0,0,0,0,0,0,0.258341317,0,0,0,0,0,0,0,0,0,56
SRS101448,Human Retroauricular crease microbiome from visit number 1 of subject 638754422,638754422,right retroauricular crease,II,0.238598716,0,0,0,0,0.214496709,0.172217195,0,0,0,0,0,0,0,0,0,0,0,0.043174056,0,0,0,0,0,0,0,0,0,0,0.162577695,0.168935628,0,0,0,0,0,0,0,0,0,57
SRS101451,Human Nares microbiome from visit number 1 of subject 638754422,638754422,anterior nares,II,0,0,0,0,0,0,0,0,0,0,0,0,0.235955056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764044944,0,0,0,0,0,57
SRS103971,Human Tongue dorsum microbiome from visit number 1 of subject 675950834,675950834,tongue dorsum,II,0,0,0,0,0,0,0,0,0,0.647887324,0,0,0,0,0,0,0.028169014,0,0,0,0,0,0,0,0,0,0,0,0.323943662,0,0,0,0,0,0,0,0,0,0,0,58
SRS046034,Human Posterior fornix microbiome from visit number 1 of subject 682449369,682449369,posterior fornix,II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59
SRS043663,Human Tongue dorsum microbiome from visit number 1 of subject 686765762,686765762,tongue dorsum,I,0,0,0,0,0,0,0,0,0,0.648351648,0,0,0,0,0.32967033,0,0.021978022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
SRS052778,Human Nares microbiome from visit number 1 of subject 686765762,686765762,anterior nares,II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154381809,0,0,0,0,0.815520191,0,0.015831751,0,0,0,0,0.014266249,0,0,0,0,0,0,0,0,0,60
SRS100027,Human Tongue dorsum microbiome from visit number 1 of subject 686765762,686765762,tongue dorsum,II,0,0,0,0,0,0,0,0,0,0.651162791,0,0,0,0,0.325581395,0,0.023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
SRS063912,Human Nares microbiome from visit number 1 of subject 686765762,686765762,anterior nares,II,0,0,0,0,0,0,0.061728395,0,0,0,0,0,0,0,0,0,0,0,0.938271605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
SRS100036,Human Retroauricular crease microbiome from visit number 1 of subject 686765762,686765762,right retroauricular crease,II,0,0,0,0,0,0,0.042593821,0,0,0,0,0,0,0,0,0.247971045,0,0,0,0,0,0,0,0.426070739,0,0,0,0,0,0,0.283364395,0,0,0,0,0,0,0,0,0,60
SRS100039,Human Nares microbiome from visit number 1 of subject 686765762,686765762,anterior nares,II,0,0,0,0,0,0.288645598,0.073255249,0,0,0,0,0,0.073145812,0,0,0,0,0,0.171866141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3930872,0,0,60
SRS058213,Human Anterior nares microbiome from visit number 1 of subject 706846339,706846339,anterior nares,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40625,0,0,0,0.59375,0,0,0,0,0,61
SRS047824,Human Tongue dorsum microbiome from visit number 1 of subject 737052003,737052003,tongue dorsum,I,0,0,0,0,0,0,0,0,0,0.110521662,0,0,0,0,0,0,0.00265252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886825818,0,0,0,0,0,0,0,0,0,62
SRS077322,Human Nares microbiome from visit number 1 of subject 763395383,763395383,anterior nares,II,0,0,0,0,0,0,0,0,0,0.854193733,0,0,0,0,0.136888116,0,0.008918151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
SRS015799,Human Buccal mucosa microbiome from visit number 2 of subject 763435843,763435843,buccal mucosa,I,0,0,0,0,0,0,0,0,0,0.967741935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
SRS013956,Human Anterior nares microbiome from visit number 1 of subject 763496533,763496533,anterior nares,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170218651,0,0,0,0,0,0,0,0,0,0,0,0.829781349,0,63
SRS019119,Human Anterior nares microbiome from visit number 2 of subject 763496533,763496533,anterior nares,I,0,0,0,0,0,0,0,0,0,0,0,0,0.007077945,0,0,0,0.002447282,0,0,0,0,0,0,0.378288847,0,0,0.121699136,0,0,0,0.008019845,0,0.008266229,0,0,0,0,0.474200715,0,0,63
SRS019124,Human Buccal mucosa microbiome from visit number 2 of subject 763496533,763496533,buccal mucosa,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
SRS019126,Human Palatine Tonsils microbiome from visit number 2 of subject 763496533,763496533,palatine tonsils,I,0,0,0,0.871884248,0,0,0.032213858,0,0,0.061714223,0,0,0,0,0.032964281,0,0.000559264,0,0,0,0,0,0,0,0,0.000664126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
SRS019116,Human Retroauricular crease microbiome from visit number 2 of subject 763496533,763496533,right retroauricular crease,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
SRS013949,Human Supragingival plaque microbiome from visit number 1 of subject 763496533,763496533,supragingival plaque,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
SRS019122,Human Tongue dorsum microbiome from visit number 2 of subject 763496533,763496533,tongue dorsum,I,0,0,0,0.954987482,0,0,0,0,0,0,0,0,0,0,0.013948016,0,0.002877592,0,0,0,0,0,0,0,0,0,0,0.008572374,0,0,0.019614536,0,0,0,0,0,0,0,0,0,63
SRS047219,Human Tongue dorsum microbiome from visit number 2 of subject 763536994,763536994,tongue dorsum,I,0,0,0,0,0,0,0,0,0,0.68987976,0,0,0,0,0,0,0.080160321,0,0,0,0.22995992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
SRS098815,Human Posterior fornix microbiome from visit number 1 of subject 763557224,763557224,posterior fornix,II,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
SRS098818,Human Tongue dorsum microbiome from visit number 1 of subject 763557224,763557224,tongue dorsum,II,0,0,0,0,0,0,0,0,0,0.825396825,0,0,0,0,0,0,0.037037037,0,0,0,0.137566138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
SRS014474,Human Palatine Tonsils microbiome from visit number 1 of subject 763577454,763577454,palatine tonsils,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,66
SRS015061,Human Palatine Tonsils microbiome from visit number 2 of subject 763577454,763577454,palatine tonsils,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025359836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974640164,66
SRS015055,Human Saliva microbiome from visit number 2 of subject 763577454,763577454,saliva,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66
SRS015063,Human Supragingival plaque microbiome from visit number 2 of subject 763577454,763577454,supragingival plaque,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
SRS015057,Human Tongue dorsum microbiome from visit number 2 of subject 763577454,763577454,tongue dorsum,I,0,0,0,0,0,0,0,0.236281257,0,0,0,0,0.024533883,0,0,0.087668946,0.008737014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642778899,66
SRS056210,Human Anterior nares microbiome from visit number 2 of subject 763759525,763759525,anterior nares,I,0.025821982,0,0,0,0,0,0.008380082,0,0,0,0,0,0.032081055,0,0,0,0,0,0,0.022643101,0.025033433,0,0,0,0,0,0,0,0.110714429,0,0.747788968,0,0,0.027536949,0,0,0,0,0,0,67
SRS045978,Human Buccal mucosa microbiome from visit number 2 of subject 763759525,763759525,buccal mucosa,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
SRS047210,Human Tongue dorsum microbiome from visit number 2 of subject 763759525,763759525,tongue dorsum,I,0.01053906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047101759,0,0.009341539,0,0,0,0,0,0,0.023276128,0.01053906,0,0,0,0,0,0.899202455,0,0,0,0,0,0,0,0,0,67
SRS043676,Human Buccal mucosa microbiome from visit number 2 of subject 763820215,763820215,buccal mucosa,I,0.421052632,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421052632,68
SRS054962,Human Posterior fornix microbiome from visit number 2 of subject 763820215,763820215,palatine tonsils,I,0.689818937,0,0,0,0,0,0,0,0,0.283763728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026417335,0,0,0,0,0,0,0,0,0,68
SRS014343,Human Posterior fornix microbiome from visit number 1 of subject 763820215,763820215,palatine tonsils,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
SRS051378,Human Supragingival plaque microbiome from visit number 2 of subject 763820215,763820215,supragingival plaque,I,0,0,0,0,0,0,0,0,0,0.958333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
SRS063478,Human Buccal mucosa microbiome from visit number 2 of subject 763840445,763840445,buccal mucosa,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
SRS063193,Human Tongue dorsum microbiome from visit number 2 of subject 763840445,763840445,tongue dorsum,I,0,0,0,0,0,0,0,0,0,0.650804759,0,0,0,0,0.325402379,0,0.023792862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
SRS014573,Human Tongue dorsum microbiome from visit number 1 of subject 763840445,763840445,tongue dorsum,I,0,0,0,0,0,0,0,0,0,0,0,0.326530612,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653061224,0,0,0,0,0,0,0,0,0,69
SRS014901,Human Anterior nares microbiome from visit number 1 of subject 763860675,763860675,anterior nares,I,0,0,0,0,0,0,0,0,0.997346939,0,0,0,0,0,0,0,0,0,0,0,0,0.002653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
SRS014890,Human Buccal mucosa microbiome from visit number 1 of subject 763860675,763860675,buccal mucosa,I,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
SRS014888,Human Tongue dorsum microbiome from visit number 1 of subject 763860675,763860675,tongue dorsum,I,0,0,0,0,0,0,0,0,0,0.15560166,0,0,0,0,0.114107884,0,0.045643154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684647303,0,70
SRS015051,Human Anterior nares microbiome from visit number 1 of subject 763901136,763901136,anterior nares,I,0,0,0,0,0,0,0,0,0,0,0,0,0.002672807,0,0,0,0,0,0,0,0.006541923,0,0,0.728274286,0.262510983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
SRS064809,Human Buccal mucosa microbiome from visit number 2 of subject 763901136,763901136,buccal mucosa,I,0.141414141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858585859,0,0,0,0,0,0,0,0,0,71
SRS065347,Human Posterior fornix microbiome from visit number 2 of subject 763901136,763901136,palatine tonsils,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081016902,0,0,0.0427434,0,0,0,0.021930437,0,0,0,0,0,0,0,0.854309261,0,0,0,0,0,0,0,0,0,71
SRS015133,Human Stool microbiome from visit number 1 of subject 763901136,763901136,stool,I,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
SRS014687,Human Attached/Keratinized gingiva microbiome from visit number 1 of subject 763961826,763961826,Attached keratinized gingiva,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882352941,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
SRS019025,Human Attached/Keratinized gingiva microbiome from visit number 2 of subject 763961826,763961826,Attached keratinized gingiva,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969230769,0,0,0,0,0.030769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
SRS019015,Human Left Retroauricular crease microbiome from visit number 2 of subject 763961826,763961826,left retroauricular crease,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664950379,0,0,0,0,0,0,0.091259236,0,0,0.00211832,0,0.241672065,0,0,0,0,0,0,0,0,0,72
SRS019016,Human Right Retroauricular crease microbiome from visit number 2 of subject 763961826 replicate 2,763961826,right retroauricular crease,I,0,0,0,0,0,0,0.209675532,0,0,0,0,0,0,0,0,0,0,0,0.337946946,0,0.135992348,0,0,0,0,0,0,0,0,0,0.155150767,0,0,0,0.161234406,0,0,0,0,0,72
SRS019033,Human Right Retroauricular crease microbiome from visit number 2 of subject 763961826 replicate 1,763961826,right retroauricular crease,I,0,0,0,0,0,0,0.309300649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372266282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318433069,0,0,0,0,0,72
SRS019028,Human Supragingival plaque microbiome from visit number 2 of subject 763961826,763961826,supragingival plaque,I,0,0,0,0,0,0,0,0,0,0.96969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
SRS014684,Human Tongue dorsum microbiome from visit number 1 of subject 763961826,763961826,tongue dorsum,I,0,0,0,0.090855212,0,0,0,0,0,0.636115665,0,0,0.163706237,0,0,0,0.109322886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
SRS043772,Human Supragingival plaque microbiome from visit number 2 of subject 763982056,763982056,supragingival plaque,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73
SRS044486,Human Tongue dorsum microbiome from visit number 2 of subject 763982056,763982056,tongue dorsum,I,0,0,0,0.333217433,0,0,0,0,0,0.202557565,0,0,0,0,0.332869732,0,0.007610867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123744403,0,0,0,0,0,0,0,0,0,73
SRS077092,Human Tongue dorsum microbiome from visit number 1 of subject 763982056,763982056,tongue dorsum,II,0.88239819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027236403,0.044959523,0.003853139,0,0,0,0,0.041552745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
SRS065179,Human Anterior nares microbiome from visit number 2 of subject 764042746,764042746,anterior nares,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
SRS015374,Human Buccal mucosa microbiome from visit number 1 of subject 764042746,764042746,buccal mucosa,I,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,74
SRS063351,Human Palatine Tonsils microbiome from visit number 2 of subject 764042746,764042746,palatine tonsils,I,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
SRS015381,Human Retroauricular crease microbiome from visit number 1 of subject 764042746,764042746,right retroauricular crease,I,0.295875578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566915422,0,0,0,0,0,0,0.02839955,0,0,0,0,0,0,0,0,0.108809451,0,0,0,0,0,74
SRS065142,Human Anterior nares microbiome from visit number 2 of subject 764062976,764062976,anterior nares,I,0,0,0,0,0,0,0,0,0.071018879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279936757,0,0,0,0,0,0.11814399,0,0,0,0,0.530900375,0,75
SRS063272,Human Buccal mucosa microbiome from visit number 2 of subject 764062976,764062976,buccal mucosa,I,0.002144197,0,0,0,0,0,0,0,0,0.028008577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969847226,0,75
SRS064774,Human Tongue dorsum microbiome from visit number 2 of subject 764062976,764062976,tongue dorsum,I,0,0,0,0,0,0,0,0,0,0,0,0.024906075,0,0,0.008855522,0,0.001380288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964858114,0,75
SRS019067,Human Anterior nares microbiome from visit number 2 of subject 764083206 replicate 2,764083206,anterior nares,I,0,0,0,0.008042596,0,0,0,0,0.991957404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
SRS015430,Human Anterior nares microbiome from visit number 1 of subject 764083206 replicate 2,764083206,anterior nares,I,0,0,0,0,0,0,0,0.005259639,0.933905693,0,0,0,0,0,0,0,0,0,0.031222892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029611776,0,0,0,0,0,76
SRS015450,Human Anterior nares microbiome from visit number 1 of subject 764083206 replicate 1,764083206,anterior nares,I,0,0,0,0,0,0,0,0,0.985352863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014647137,0,0,76
SRS019087,Human Anterior nares microbiome from visit number 2 of subject 764083206 replicate 1,764083206,anterior nares,I,0,0,0,0,0,0,0,0,0.964425995,0,0,0,0.013805871,0,0,0,0.001127525,0,0,0,0,0,0,0,0,0,0,0,0,0.01033674,0,0,0,0,0.010303869,0,0,0,0,0,76
SRS019073,Human Buccal mucosa microbiome from visit number 2 of subject 764083206,764083206,buccal mucosa,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95890411,0,0,0,0,0.04109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
SRS019063,Human Left Retroauricular crease microbiome from visit number 2 of subject 764083206,764083206,left retroauricular crease,I,0,0,0,0,0,0,0,0,0.727596509,0,0,0,0.058536406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036698052,0,0.125173764,0,0.051995269,0,0,0,0,0,76
SRS019064,Human Right Retroauricular crease microbiome from visit number 2 of subject 764083206 replicate 1,764083206,right retroauricular crease,I,0,0,0,0,0,0,0.165574858,0,0.451682234,0,0,0,0,0,0,0,0.065274323,0,0,0,0.087767146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22970144,0,0,0,0,0,76
SRS019081,Human Right Retroauricular crease microbiome from visit number 2 of subject 764083206 replicate 2,764083206,right retroauricular crease,I,0,0,0,0,0,0.401869159,0,0,0.431241656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166889186,0,0,0,0,0,76
SRS019077,Human Supragingival plaque microbiome from visit number 2 of subject 764083206,764083206,supragingival plaque,I,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
SRS050484,Human Anterior nares microbiome from visit number 2 of subject 764143897,764143897,anterior nares,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77
SRS051930,Human Supragingival plaque microbiome from visit number 2 of subject 764143897,764143897,supragingival plaque,I,0,0,0,0,0,0,0,0,0,0.578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035087719,0,0,0.385964912,0,0,0,0,0,0,0,0,0,0,0,77
SRS054776,Human Buccal mucosa microbiome from visit number 2 of subject 764224817,764224817,buccal mucosa,I,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
SRS015755,Human Supragingival plaque microbiome from visit number 1 of subject 764224817,764224817,supragingival plaque,I,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
SRS057205,Human Tongue dorsum microbiome from visit number 2 of subject 764224817,764224817,tongue dorsum,I,0,0,0,0,0,0,0.56022409,0,0,0.420168067,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
SRS015578,Human Stool microbiome from visit number 1 of subject 764285508,764285508,stool,I,0,0,0,0,0,0,0,0,0.033164832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950828015,0,0,0,0,0.016007153,0,0,0,0,0,0,0,0,0,0,0,79
SRS015537,Human Tongue dorsum microbiome from visit number 1 of subject 764285508,764285508,tongue dorsum,I,0,0,0,0,0,0,0,0.004992811,0,0.077957371,0,0,0,0,0.038014887,0,0.010775602,0,0,0,0,0,0,0.825646622,0,0,0,0,0,0,0,0,0,0,0,0,0.042612707,0,0,0,79
